school,homework,iq,parent_ed,study_time,u0,e_normal,e_het,e_skew,score_ideal,score_het,score_skew,score_outlier
1,9.148060434963554,96.27275600215101,9.557333259142148,8.87379576916482,-4.279016454315011,7.062855784937368,24.241842488170654,10.04833770077949,68.38878745279372,75.9404985558119,61.746993768420744,218.38878745279374
1,9.370754132978618,106.33480578748589,11.094028012768986,9.053668345545454,-4.279016454315011,6.409850632138943,5.33320670168851,-1.0081537357488357,69.00921971614686,57.29909520694784,50.957734769510495,219.00921971614684
1,2.8613953478634357,114.8147994045951,10.595360137437744,2.6985936869586866,-4.279016454315011,-2.2577213750273266,-0.36210764723775524,-1.3384338110393963,53.37841652855329,43.792550315883354,42.816224152081716,203.3784165285533
1,8.304476260673255,112.53352258052534,10.651239229029748,7.845008016089663,-4.279016454315011,-3.7588071877495377,1.1654239178045929,-0.8878903100374613,58.180900128795884,51.85177897629749,49.79846474845543,58.180900128795884
1,6.417455188930035,90.09217211431442,7.393953619028186,6.863759375148723,-4.279016454315011,-1.874484254453503,4.475527397500892,5.951635698800181,55.556662729378964,52.89745716990192,54.37356547120121,55.556662729378964
1,5.190959491301328,123.46104239937753,11.701334190434254,4.839176780033327,-4.279016454315011,3.8161934073258568,1.2704247890783402,-1.6005051356172957,63.11243258251019,48.22055972432492,45.349629799629284,63.11243258251019
1,7.365883146412671,75.65536097062679,13.897379179940257,7.877612321425317,-4.279016454315011,-2.9814491293186287,45.10092016409665,0.8113706679927828,54.14413028912424,94.66096348547684,50.371413989372975,54.14413028912424
1,1.346665972378105,112.95844560218481,14.312724921047135,0.7649550704392408,-4.279016454315011,-2.125315465521358,-1.5821006289306043,-1.8128602191978889,51.507511807235836,40.75488208360811,40.524122493340826,51.507511807235836
1,6.569922904018313,92.325958398457,16.148704971795233,6.906814411695721,-4.279016454315011,-2.2403412987033584,-7.102027877099069,-1.6021201548787178,55.59714557164931,41.502863153407894,47.002770875628244,55.59714557164931
1,7.050647840369493,71.23952461831898,12.530579940642918,6.8093618372444,-4.279016454315011,-0.8319306301257563,8.312103886372524,-1.8077338039517332,55.47378278583452,57.493864840500905,47.374027150176644,55.47378278583452
1,4.5774177624844015,72.01279227070077,9.895992341719069,4.630039773421417,-4.279016454315011,1.979690102871578,6.101683093446702,-0.6260551555536555,55.39485419060792,52.31556795411297,45.58782970511261,55.39485419060792
1,7.191122516524047,103.67768595159534,13.004684472437258,7.496900339195881,-4.279016454315011,-4.536416641124099,1.3070769618059501,-1.6149059076600838,55.18168251954928,50.65740752731979,47.73542465785376,55.18168251954928
1,9.346722471527755,133.353014528621,14.199690046243735,8.979868404890986,-4.279016454315011,-0.06483506867369788,1.9198661389009675,-1.6451720955533216,65.20751689570669,53.85691665041926,50.29187841596497,65.20751689570669
1,2.554288243409246,104.10064096216698,15.773009660828347,2.6492460494664343,-4.279016454315011,-5.263710132024173,-0.4097901683844375,-1.589268671557997,48.93248340196861,43.37633926939164,42.19686076621809,48.93248340196861
1,4.622928225435317,116.96177191792424,13.622507001378791,4.6050525987904924,-4.279016454315011,3.106398753187638,6.896958990919989,-1.4075176304349046,61.07107336118743,53.16545640712736,44.860979785772464,61.07107336118743
1,9.400145227555186,112.58004061090149,14.83648761758792,8.952725106130192,-4.279016454315011,2.587192825964263,-10.735311091119078,-1.1176295160055516,65.84635470580562,41.26584672763213,50.88352830274566,65.84635470580562
1,9.78226428385824,90.18077083182692,12.878339803405908,10.012946292987841,-4.279016454315011,0.7966343010551451,-9.55918470610638,5.339109125097316,62.27441207055271,42.900515980208496,57.79880981141219,62.27441207055271
